"x" "y" "z"
-61.866934 57.741982 33.238902
-65.03889 60.201478 28.28333
-62.789915 62.304324 23.976492
-64.382137 64.535023 18.492331
-62.769896 66.124711 13.780732
-64.512218 67.125057 8.772998
-62.007296 68.093118 3.916223
-64.494986 68.474942 -2.24339
-62.276719 68.871528 -7.461066
-64.206461 68.093962 -12.15402
-62.760325 67.60425 -17.552852
-64.685299 66.020664 -22.619233
-63.117787 64.42747 -28.264564
-64.146398 62.119998 -33.217528
-62.705806 59.601103 -38.632232
-64.933227 56.371278 -42.789619
-63.092165 52.381541 -48.313239
-64.121009 48.255193 -52.620557
-62.560333 43.869267 -57.1287
-64.934316 39.070172 -60.437397
-63.36427 34.545423 -63.74811
-65.91891 28.253801 -66.982426
-63.803823 22.190872 -69.681531
-65.781987 16.958044 -70.904173
-63.529801 10.289859 -72.763666
-65.057259 4.288616 -73.208577
-55.895927 3.576261 64.313314
-59.479831 7.63749 63.744933
-57.35755 11.495179 63.376861
-59.368348 18.221665 62.002859
-57.896626 23.739218 60.355569
-58.619105 29.218851 58.050199
-58.053277 33.743841 55.960419
-59.626646 39.132215 52.748547
-57.310954 42.791876 49.989071
-59.856503 46.660362 46.469644
-57.165211 50.683007 42.722096
-59.562497 54.690246 37.686121
-57.506852 58.074281 33.186459
-60.100579 60.234982 28.687199
-57.862058 62.536304 24.416523
-59.85235 64.405019 19.690897
-58.122835 66.205415 14.55813
-59.420416 67.347512 9.630162
-58.265912 68.53041 3.830971
-60.151474 68.870643 -1.912598
-57.401979 69.168981 -7.266212
-59.616276 68.498157 -12.778131
-58.214152 67.806311 -18.527515
-60.406372 66.367273 -23.276072
-58.990242 64.657604 -28.912507
-60.198289 62.132019 -34.381101
-58.114841 59.452612 -39.658311
-60.929042 56.27795 -43.899712
-58.759139 52.757078 -48.442753
-60.144606 48.493223 -53.004873
-58.506821 43.995084 -57.23122
-60.205036 38.839899 -61.218256
-59.137626 33.265031 -65.240815
-61.833762 28.361671 -67.463443
-59.386113 23.086746 -70.019331
-61.282629 16.825553 -71.669706
-59.441464 10.720668 -73.379389
-61.107624 3.453828 -74.0242
-51.753078 2.372639 64.547619
-53.906519 8.084036 64.035832
-51.258969 13.184023 63.467615
-54.856103 20.196904 61.738897
-52.159258 23.62801 60.767012
-54.816665 27.843316 58.991051
-53.584462 33.057839 56.511821
-55.559765 37.654403 53.86928
-53.29574 42.729357 50.319506
-55.306901 47.054254 46.570543
-52.859997 50.981666 42.585129
-55.69167 54.374905 38.679045
-53.166766 57.714192 33.862682
-55.303628 60.801641 28.68072
-52.66603 62.891246 24.650333
-55.303363 64.742823 19.931596
-53.833193 66.582006 14.432865
-54.865744 67.843013 8.716842
-53.578245 68.841168 2.834409
-55.729978 69.244268 -1.979317
-53.260953 69.499414 -7.887929
-55.428391 68.832626 -13.266829
-54.060538 67.965032 -19.272225
-56.086348 66.393973 -24.443938
-54.584929 64.592995 -30.008854
-55.829225 62.524894 -34.45769
-54.123963 59.83222 -39.466377
-56.273947 56.160875 -44.614873
-54.313898 52.647364 -49.212437
-55.974396 49.021174 -52.966445
-54.494674 44.188814 -57.610873
-56.435218 38.965234 -61.838687
-54.895629 34.164418 -65.204366
-57.124465 28.667439 -68.00075
-55.309833 22.337371 -70.840597
-56.899727 16.375692 -72.615346
-55.335172 9.180883 -74.295599
-57.28776 3.2552 -74.669478
-47.661281 2.334254 64.727705
-50.036336 7.799601 64.247545
-47.24556 13.928518 63.601336
-50.061481 18.548556 62.404283
-48.212079 24.050043 60.633111
-50.684986 29.434048 58.50126
-49.198714 34.16422 56.143002
-51.454606 38.329901 53.508215
-49.062448 42.268487 50.780351
-51.073699 47.023448 46.747951
-49.11834 51.370393 42.467445
-51.408227 55.0261 38.029216
-48.154481 57.754547 34.165636
-50.870488 60.179455 30.028003
-48.833261 63.121892 24.51103
-51.007004 65.187711 19.285101
-49.119055 66.764578 14.283724
-51.016194 68.017597 8.547773
-49.084759 69.2039 3.121146
-51.068084 69.484857 -2.085861
-49.321641 69.593638 -8.006547
-51.375025 68.998684 -14.191001
-49.743269 68.151989 -19.793509
-51.915295 66.557628 -24.951517
-50.225895 64.955332 -30.057682
-51.218575 62.441995 -35.340636
-49.352835 59.907937 -40.038888
-52.272093 56.988116 -44.173301
-50.513644 53.33114 -48.874941
-51.8089 48.173486 -54.244455
-50.067916 44.243714 -58.378694
-52.17277 39.832606 -61.766716
-51.039417 33.64182 -66.095077
-52.904143 28.14809 -68.833981
-51.059284 22.361504 -71.330247
-52.887583 15.87772 -73.258072
-51.194327 9.326452 -74.731546
-52.495062 2.954352 -75.04829
-43.615226 2.741712 64.880716
-46.25681 8.071332 64.35544
-43.247032 12.93539 63.835934
-45.984335 19.381144 62.316445
-44.18862 24.670373 60.60269
-46.536674 29.175197 58.661939
-44.348509 33.238754 56.792139
-46.674711 37.696383 54.036914
-45.321253 42.973684 50.363801
-47.292693 47.019311 46.828498
-44.803491 50.664714 43.276748
-46.955953 54.519033 38.751224
-43.915299 57.608743 34.567562
-46.610861 60.68884 29.275508
-44.632016 63.467653 23.904802
-46.481253 65.369905 18.981387
-44.392387 67.019152 13.997645
-46.725789 68.004658 9.302542
-45.079806 69.197115 3.545942
-46.935485 69.810741 -2.555474
-45.268336 69.766796 -8.640049
-47.467426 69.228169 -13.817243
-45.55636 68.492538 -19.164774
-47.50439 66.980913 -24.890644
-45.735992 65.511271 -29.668935
-47.251935 63.097485 -34.670099
-45.383865 60.160619 -40.08177
-47.91503 56.719695 -45.035309
-45.6293 53.373249 -49.419474
-48.303447 50.037368 -52.743409
-45.754229 42.578309 -60.231242
-48.58633 38.445611 -63.283768
-46.530544 33.533188 -66.77536
-48.523358 28.387757 -69.146874
-46.894821 22.559044 -71.858135
-48.848856 16.329818 -73.661105
-47.163723 9.953965 -75.128814
-47.878759 3.177855 -75.755583
-39.537928 2.928217 64.914027
-42.047189 7.941904 64.463822
-39.124146 13.198869 63.912449
-42.065184 18.253351 62.658474
-40.437215 23.14408 61.242771
-41.711615 29.297939 58.791936
-40.215099 34.487668 56.298474
-42.86473 38.708925 53.328119
-41.291462 43.56393 49.962919
-42.848849 47.464147 46.463208
-39.90352 51.289997 42.739977
-42.715645 53.903557 39.405704
-40.193501 58.158957 33.872524
-42.707648 60.969978 29.237446
-40.397041 63.307725 24.66609
-41.916745 65.446867 19.050228
-40.294379 67.383406 13.651213
-42.392525 68.551035 8.049662
-40.70723 69.596119 2.180527
-43.104562 69.829945 -2.639199
-41.187329 70.006322 -8.441149
-42.989417 69.459013 -14.170437
-40.767666 68.959889 -18.944203
-43.058387 67.593788 -23.685658
-41.939201 65.813261 -29.444835
-43.171397 63.133581 -35.186376
-41.369551 60.609869 -39.770629
-43.76636 57.090928 -44.898462
-41.328452 53.15402 -49.863418
-43.044669 49.690155 -53.752035
-41.665105 44.128656 -59.31279
-43.925697 38.527956 -63.747798
-42.271496 33.44844 -67.35896
-44.161203 27.978647 -70.016805
-42.320287 22.831413 -72.267423
-44.601212 16.951542 -73.972887
-43.100975 10.403401 -75.562813
-43.68666 3.398581 -76.17993
-35.378905 3.166013 65.232925
-37.564037 8.079896 64.657166
-35.222729 13.746634 63.867785
-37.820937 18.628315 62.712644
-35.654447 23.196539 61.4243
-38.219156 27.678844 59.681192
-36.534747 32.919617 57.229315
-38.636074 38.525845 53.59522
-37.482768 42.962019 50.734578
-38.699512 47.757102 46.495932
-35.654083 51.36052 42.875904
-38.863441 55.118053 38.416088
-35.733752 58.485625 33.894411
-38.144934 60.955454 29.542346
-36.003843 63.453204 24.916139
-38.030124 65.540648 19.620356
-36.492846 67.535723 13.712502
-38.291112 68.769094 7.898634
-36.590328 69.758024 2.22901
-38.806131 70.151003 -3.543328
-36.445785 70.326481 -8.483803
-38.625149 69.953096 -13.323516
-36.761273 69.16697 -18.949996
-39.166094 67.463876 -25.027678
-37.109363 66.012624 -30.007708
-39.141892 63.824525 -34.123244
-37.69817 60.294115 -40.893637
-39.831509 56.925367 -45.154762
-37.571508 53.237061 -50.207486
-39.660571 47.92072 -55.874207
-37.308859 43.76901 -60.278864
-40.024429 39.709586 -63.279112
-38.409361 35.275217 -66.657209
-39.58771 28.934486 -70.147213
-38.21579 23.196637 -72.559676
-40.512793 16.673227 -74.473526
-39.251741 9.841707 -76.01867
-39.990096 2.721989 -76.561219
-31.639104 3.076709 65.326699
-33.481573 8.554637 64.818669
-31.216029 13.667181 64.105486
-33.488683 19.07458 62.703252
-31.320857 24.534877 61.177366
-34.249254 28.774692 59.414188
-31.21277 34.977712 56.37571
-34.303615 36.487042 55.159573
-31.625787 45.578823 48.968254
-34.827441 46.965333 47.283998
-32.293264 51.027477 43.68946
-34.989192 55.189887 38.400106
-31.221842 58.306974 34.557766
-33.527697 61.090758 29.850864
-32.036045 63.790392 24.313998
-34.179904 65.948031 19.244187
-32.618723 67.815864 13.463876
-34.276198 69.158112 7.657076
-32.112499 70.093642 2.632109
-34.475508 70.365717 -2.574429
-32.550512 70.642483 -8.405104
-34.220352 70.138814 -14.425781
-32.360359 69.371461 -19.558414
-35.267951 68.058585 -24.165204
-33.126428 66.664648 -28.825407
-35.79066 63.231299 -36.239002
-33.599985 60.831923 -40.964779
-35.774293 57.002645 -45.819159
-33.208373 54.212142 -50.045485
-36.352132 49.741129 -54.397291
-33.955603 45.604676 -59.109329
-35.152954 39.735328 -63.918599
-34.104368 35.47754 -67.082775
-35.976711 29.953436 -69.981707
-34.050894 24.010126 -72.680374
-36.45562 17.621529 -74.591214
-35.632836 11.400771 -76.120098
-36.059823 3.499973 -76.934922
-27.491853 3.084396 65.481797
-29.460228 8.348626 65.101825
-27.317012 13.321053 64.417964
-29.60168 18.951974 63.01054
-27.976321 24.570955 61.461005
-30.73445 30.074013 59.107916
-27.268254 32.37134 58.085165
-27.947361 37.596995 55.072477
-27.356947 43.521639 50.750266
-29.235175 48.445364 46.502981
-28.412072 52.596807 42.226505
-31.108075 55.09644 39.007713
-27.604735 58.73506 34.3074
-29.772914 61.69737 29.049728
-28.03167 64.526249 23.624981
-30.08236 66.224044 18.728342
-28.150858 67.895988 14.16074
-30.065944 69.143647 8.807021
-28.309452 70.193768 3.122105
-30.320167 70.660977 -3.226176
-28.108141 70.94809 -8.738693
-30.318949 70.480359 -13.633712
-28.337435 69.758959 -19.067294
-30.606224 68.311559 -24.59768
-28.821067 66.701327 -30.503999
-30.170567 63.230434 -37.572708
-28.922359 60.565307 -42.392955
-31.772878 58.179908 -45.279714
-29.36059 54.215032 -50.650578
-32.512028 50.19723 -54.766013
-27.355916 45.625286 -59.921464
-30.570274 39.290265 -64.743007
-29.817301 34.097647 -68.286431
-31.920018 29.20157 -70.665308
-29.282013 24.078698 -73.259976
-32.063899 18.729362 -74.522262
-28.406161 9.906795 -76.879874
-32.670747 4.760963 -77.276076
-23.565612 2.825065 65.709222
-25.311976 8.291966 65.223821
-23.608371 13.940433 64.549681
-25.966098 18.922506 63.214609
-23.473261 22.842982 62.276085
-25.457005 27.965942 60.207886
-23.877658 34.34385 57.205855
-24.466029 39.429522 54.058631
-23.525346 44.107871 50.792658
-25.641913 47.808252 47.169115
-24.533578 51.734947 43.585225
-26.370272 55.664976 38.681415
-23.881455 59.514602 33.57288
-26.147814 62.155768 28.979665
-23.719122 64.291379 24.653447
-25.59116 66.255076 19.533065
-24.254094 68.181871 14.105734
-25.947938 69.407333 8.563943
-24.185843 70.472097 2.896909
-26.539258 71.082682 -2.603028
-24.231217 71.156399 -7.986755
-25.956709 70.731286 -14.306078
-24.422932 69.730091 -20.549947
-26.82868 68.43512 -25.290281
-24.136888 66.814736 -30.761041
-26.92398 65.03245 -34.506296
-25.659566 62.070897 -40.539982
-27.354115 57.125393 -47.545612
-24.241888 54.650468 -50.859675
-25.719934 51.052521 -54.67977
-24.198846 45.356626 -60.419982
-26.872147 39.773536 -64.714102
-25.203964 35.465855 -67.764784
-27.325606 29.652812 -70.842334
-25.20419 22.721591 -73.945192
-27.906019 17.776396 -75.230716
-25.281697 11.737452 -76.926778
-29.193578 3.213938 -77.599661
-19.418533 3.592622 65.859325
-21.540456 8.300099 65.490269
-19.683055 12.976377 64.91531
-21.294493 18.469508 63.623482
-19.705896 24.681613 61.882518
-21.731159 28.814972 60.034623
-20.365712 33.718045 57.747105
-20.915098 38.972388 54.517412
-19.781413 43.980497 51.096563
-21.453931 48.071545 47.396303
-21.03421 52.286154 43.19775
-22.819424 55.935123 38.741974
-20.053237 57.781536 36.550109
-21.763453 61.936068 29.766903
-19.956911 64.387442 24.833094
-21.605041 66.688064 19.346531
-20.138824 68.588889 13.71514
-21.986598 69.756058 8.51531
-20.055675 70.652423 2.939488
-22.328333 71.073803 -2.525697
-20.208014 71.351081 -8.401269
-22.410341 70.934445 -13.874292
-20.972963 70.139198 -19.717324
-22.784276 68.376401 -26.383447
-19.284809 67.496511 -29.387876
-23.127047 64.053484 -37.023524
-20.725 61.780211 -40.940961
-20.874149 58.172438 -46.411756
-20.41525 54.403568 -51.194025
-22.058812 50.103623 -55.766375
-20.559723 45.866963 -60.103283
-22.886559 40.527443 -64.547785
-21.134423 35.163497 -68.172385
-23.789171 29.703108 -70.990591
-21.36698 24.820728 -73.296215
-23.282616 17.440878 -75.704795
-19.649409 12.30794 -76.946104
-25.058167 2.52199 -77.999342
-15.611229 2.645986 66.146159
-17.01597 8.18514 65.794343
-16.219194 14.298048 64.866221
-17.934674 19.489102 63.5546
-15.878004 24.514742 62.030592
-17.350571 29.509909 59.888895
-16.731588 34.59302 57.437375
-17.41652 39.422288 54.501027
-15.361875 43.295288 51.859122
-17.403768 47.200997 48.343221
-14.16687 52.319459 43.554993
-17.635684 55.545376 39.507504
-15.477444 59.719738 34.005189
-18.640637 60.792315 32.004647
-14.706686 65.323396 23.116585
-17.9203 66.470703 20.153636
-16.615915 68.396273 14.361966
-17.689912 70.026608 7.833278
-15.919051 71.044044 1.575285
-18.366766 71.281367 -3.015665
-16.379608 71.443069 -9.311717
-18.472623 71.005332 -14.615421
-16.361162 70.283643 -19.38792
-18.839248 69.258901 -23.92307
-15.706354 66.892789 -30.71004
-16.871795 64.445431 -36.233777
-17.42422 61.888868 -41.027935
-17.079107 58.307177 -46.370518
-16.369292 54.589326 -51.229061
-18.136378 50.567295 -55.493099
-16.8666 45.613726 -60.439093
-19.143774 40.52236 -64.56049
-16.960939 35.788817 -67.962454
-19.349652 30.237138 -71.016126
-17.00418 24.027548 -73.711116
-19.653481 18.941967 -75.46859
-16.199667 12.088583 -77.229668
-16.650336 4.550151 -78.195112
-12.066632 3.265424 66.136016
-13.572704 9.237149 65.735662
-11.892628 13.86357 65.064739
-14.073194 18.789583 63.905909
-12.30632 23.912578 62.340618
-13.509191 29.438957 60.107269
-13.294967 34.638589 57.556022
-13.141311 39.616395 54.502966
-11.529017 44.619535 50.845351
-13.968536 48.182228 47.646232
-10.920108 52.216837 43.809628
-14.415799 56.443568 38.661581
-11.477031 59.589562 34.417741
-13.324522 62.386444 29.62151
-11.168757 65.145726 24.11637
-13.697543 67.518333 17.523815
-11.754061 68.902457 13.168048
-14.36633 69.958266 8.557719
-12.369894 70.927656 3.066784
-14.281895 71.376613 -4.277812
-11.656512 71.50967 -8.651108
-14.103885 71.028497 -14.07392
-12.640811 70.144558 -20.374335
-14.931469 68.893831 -25.434904
-12.189511 66.92612 -30.820571
-13.496025 64.340205 -37.012638
-12.263571 61.729496 -41.695698
-13.959073 59.258965 -45.260598
-13.178047 53.935337 -52.217624
-14.353436 49.393615 -57.081785
-12.51416 45.135013 -61.1279
-15.179012 41.018965 -64.441708
-13.131896 35.522978 -68.451807
-15.506512 29.784938 -71.410946
-12.888626 24.111125 -73.91373
-15.180213 18.141943 -75.791176
-12.489336 11.13292 -77.711993
-13.703862 3.68666 -78.299913
-7.779697 3.210589 66.332953
-9.883656 7.633634 65.972894
-8.126252 12.437578 65.486906
-10.223552 18.793299 63.916258
-8.752465 24.687083 62.173044
-9.964559 29.635266 60.0563
-6.384415 34.11498 58.05153
-9.645069 39.915237 54.479371
-7.376854 43.799795 51.649441
-9.815895 48.012504 48.032214
-7.357601 52.205197 43.97791
-10.86929 56.160765 39.194858
-7.717821 59.67767 34.532141
-9.610322 62.62108 29.509753
-7.278351 64.803265 25.306454
-9.729281 67.011682 19.298581
-7.859551 68.717839 14.385417
-9.877746 70.170149 8.058848
-8.094936 71.142415 2.626903
-10.607227 71.461538 -2.287948
-8.072644 71.649755 -8.78809
-10.336364 71.043086 -14.987728
-8.629775 70.190545 -20.59341
-10.852144 68.869284 -25.693331
-8.167864 67.142161 -30.807274
-10.013625 65.006042 -35.906715
-8.084569 62.541654 -40.46653
-8.936062 59.435712 -45.299801
-8.211956 54.091624 -52.115646
-10.716884 50.45573 -56.199502
-8.949448 46.159952 -60.365157
-11.241934 40.373547 -65.203034
-8.9413 34.927315 -68.876477
-11.399768 30.146326 -71.234632
-9.215012 24.252432 -73.985783
-11.24551 17.451506 -76.27619
-8.844983 10.935971 -77.644861
-10.169925 3.628922 -78.392666
-3.871414 3.37501 66.448737
-5.392795 8.21694 66.017277
-4.12148 13.601159 65.372661
-7.12744 17.823751 64.313287
-2.74053 26.326046 61.878642
-6.115428 29.342726 60.397895
-3.036579 35.885856 57.196316
-5.886531 39.413171 54.90807
-3.782155 44.594247 51.196736
-6.034671 48.360292 47.951453
-3.652593 52.18369 44.179779
-3.96317 56.098206 39.619235
-3.603355 59.435882 35.189091
-5.536885 62.068112 30.603785
-3.676027 64.898273 25.081397
-5.990357 67.084563 19.833321
-3.874146 68.939609 14.366574
-6.204993 70.063225 9.138879
-4.495389 71.145141 3.146693
-6.608962 71.592799 -3.305332
-4.132748 71.752826 -8.935343
-6.467613 71.255014 -14.840738
-4.599133 70.544471 -20.178579
-6.64042 69.021859 -25.819156
-4.062913 67.320739 -30.967576
-5.759429 64.912926 -36.027675
-4.238332 62.010066 -41.412522
-5.535985 58.558864 -46.607409
-4.898812 54.726335 -51.409625
-6.723542 49.933549 -56.520339
-5.449576 44.231782 -62.079659
-7.795716 40.579136 -65.171375
-4.945193 36.33588 -68.262738
-7.070626 29.896198 -71.644492
-5.113432 24.128628 -74.208155
-7.475218 18.267176 -76.170314
-5.283201 10.944329 -77.726639
-6.723343 3.84407 -78.447627
-0.068858 3.417198 66.489709
-1.532075 8.891562 66.014116
-0.245036 14.61688 65.309642
-3.100704 18.790965 64.16015
1.122208 26.268697 62.013606
-2.030763 30.86506 59.890962
0.543141 35.070132 57.980096
-2.012478 40.73403 54.264055
0.170569 45.064545 50.999523
-1.923224 48.714789 47.870627
0.083042 52.943817 43.670523
-0.193607 56.389152 39.421942
0.204307 59.732471 34.818826
-1.854884 62.611512 30.110841
0.14765 65.370808 24.763941
-2.073847 67.220125 19.722607
-0.040523 69.078548 14.164946
-2.274984 70.388987 8.540205
-0.425952 71.334792 2.620245
-2.731547 71.807649 -2.504744
-0.530447 71.824315 -8.154826
-2.409283 71.319998 -14.782581
-0.344196 70.58995 -20.456991
-2.703018 69.297971 -25.423802
-0.467563 67.412065 -31.19059
-1.954388 64.878137 -36.903236
-0.237595 61.90039 -42.146315
-1.978458 58.777404 -46.578031
-0.190461 55.523628 -50.791596
-2.136805 52.022159 -54.51277
-0.465009 45.420709 -61.150264
-2.825688 40.783687 -64.94383
-0.889572 35.591704 -68.695157
-3.357315 30.623219 -71.346
-1.519779 24.186582 -74.290633
-3.773947 17.066882 -76.347454
-1.457516 9.609377 -77.898635
-3.177066 3.404233 -78.567322
3.755788 3.868357 66.570648
1.894506 9.460542 66.089535
4.260024 13.798805 65.545234
2.655675 18.303855 64.490636
4.043932 24.689756 62.568198
2.510111 31.486008 59.897308
5.225765 34.130013 58.45635
1.509169 40.067369 54.779181
3.409422 45.408831 50.890941
2.100538 49.706391 47.112174
4.21256 52.822775 43.851023
3.458516 56.357378 39.577939
4.093725 59.724502 34.908504
1.940584 62.753857 29.888691
3.96518 65.265115 25.06191
1.783 67.428566 19.561634
3.757742 69.226999 13.887533
1.525249 70.331663 8.403429
3.510783 71.401167 3.272652
1.596423 71.850833 -2.793442
3.20416 71.991647 -9.423104
1.271464 71.457428 -14.7624
3.805738 70.609305 -20.492802
1.301275 69.288178 -25.926112
3.480268 67.537755 -31.424922
1.636802 64.954574 -36.608232
3.380783 62.211635 -41.809098
2.443044 58.751704 -46.969214
3.309104 54.282721 -52.499769
1.432734 50.363966 -56.687646
3.319175 47.046128 -59.984836
1.079279 41.318944 -64.742833
2.809563 36.070655 -68.327071
0.59301 29.729921 -71.831495
2.186841 23.161398 -74.539378
-0.302489 17.227933 -76.462988
1.927134 10.146871 -77.76206
0.917035 2.783138 -78.55882
8.131242 2.416233 66.765446
5.72662 8.046014 66.372079
7.926473 15.753186 65.306654
5.996976 20.37623 64.085268
8.457027 24.787584 62.547241
6.296301 28.764333 60.958838
8.567629 33.789317 58.589793
7.549408 39.438685 55.408801
9.641486 44.896949 51.239404
6.300471 49.217859 47.500518
8.05018 52.775384 44.034043
6.98234 56.560855 39.394552
8.140905 59.87284 34.875129
5.770933 62.552584 30.593007
7.528565 65.160952 25.288342
5.51114 67.552772 19.64733
7.588655 68.900272 15.053586
5.828266 70.345354 8.887241
7.213777 71.481903 2.764961
5.161016 71.784589 -3.210173
7.019435 71.927679 -8.819489
5.347722 71.524232 -15.043201
8.014931 70.737086 -20.196601
5.27599 69.376421 -25.74995
7.367698 67.6247 -31.166747
5.636863 65.250589 -36.397725
7.014822 62.509642 -41.565098
5.779111 58.386611 -47.589824
7.38794 54.869382 -51.734184
5.856854 51.214494 -55.826033
6.643522 45.27999 -61.629813
4.797431 41.162562 -64.89927
6.744454 35.950028 -68.63187
4.21025 30.212561 -71.572964
5.820654 24.835769 -73.916804
3.668305 16.896078 -76.530707
5.468259 9.265466 -77.951514
4.896196 3.101661 -78.503117
12.822358 2.84131 66.622562
8.528148 10.254677 66.109228
11.756054 14.997166 65.312145
10.20129 19.976099 64.10406
12.493654 24.672826 62.592931
10.489316 29.299804 60.717817
12.120584 34.437263 58.146069
10.592559 39.461801 55.318377
12.869783 44.053185 51.976184
10.223369 49.273029 47.513593
12.276893 52.793185 43.744356
10.420858 56.095058 40.142792
11.69064 59.556531 35.370341
9.540497 62.781371 30.007282
11.743024 65.046096 25.438097
9.4849 66.980193 20.684297
11.232439 68.977285 14.615635
9.465883 70.454425 8.798764
11.091235 71.351032 2.958185
9.044306 71.944909 -2.921085
11.313616 71.860915 -8.375606
9.277213 71.589086 -14.066978
11.623008 70.481091 -20.434266
9.178679 69.325999 -25.842959
11.176515 67.299099 -31.441416
9.50057 65.017928 -36.628361
11.257002 62.22987 -41.469681
9.326064 59.400314 -45.866358
11.375185 56.400134 -49.61287
8.873473 48.942978 -58.051627
11.521162 45.746771 -60.882607
9.056979 41.151225 -64.735458
10.261916 35.577933 -68.784648
8.173803 30.067676 -71.595073
9.69579 22.444928 -74.656535
6.892677 17.830495 -76.190464
8.752504 10.256248 -77.626894
9.200547 1.857043 -78.550287
16.505436 3.754022 66.712752
13.648406 10.807785 66.125944
16.530268 14.97496 65.306499
14.232745 19.230069 64.344564
15.95279 24.647946 62.560994
14.249361 30.131852 60.406913
16.079758 34.947263 57.954735
14.156937 39.227182 55.410691
16.383383 44.141522 51.905
13.730485 48.44908 48.172147
15.761039 52.543093 44.039078
14.078191 56.680905 39.300461
15.752512 59.946609 34.628106
13.293083 62.415311 30.641187
15.360034 64.938673 25.582294
13.341659 67.383673 19.75164
14.990643 69.088731 14.068951
13.336294 70.395744 8.67424
15.080563 71.327479 2.587121
13.034679 71.76845 -2.950392
15.439949 71.691718 -8.591112
13.058205 71.43086 -14.16501
15.160395 70.393534 -20.189909
13.200698 68.911045 -26.288174
15.382307 67.062832 -31.179545
13.399217 64.803356 -36.248888
14.639773 61.445207 -42.237822
14.279965 58.176916 -46.977856
15.447278 54.1355 -51.749639
13.763258 50.307057 -56.251639
14.964783 45.521038 -60.830278
12.756486 40.525003 -65.130667
15.188522 36.540571 -67.630088
13.288502 32.002134 -70.527185
16.019943 26.116387 -73.078895
14.38735 14.546977 -76.704075
16.16444 9.435767 -77.595789
14.225649 2.673277 -78.241105
20.138833 3.544914 66.614955
16.662082 8.42038 66.303083
19.634394 13.484518 65.590769
18.257065 20.023605 64.126655
19.794991 25.237547 62.309606
17.822845 29.842181 60.486605
19.752081 34.459216 58.191247
17.919006 39.886895 54.979054
19.95868 44.820845 51.267353
17.28698 48.548606 48.004437
19.345764 52.498122 43.941926
17.635132 56.33786 39.635502
19.589348 59.111599 35.638018
17.490668 62.575947 30.148964
19.172558 64.92434 25.352231
16.764484 67.071125 19.978711
18.732637 69.092649 13.352821
17.225329 70.447063 8.343194
19.012472 71.112583 2.849342
17.045486 71.68012 -3.276983
19.831171 71.626619 -8.777432
17.031968 71.217433 -14.198466
19.084607 70.342293 -20.059816
17.202615 68.91363 -25.627773
18.990642 66.928671 -31.333805
16.933704 64.241605 -37.155201
18.698301 61.428082 -41.808366
18.168677 58.103866 -46.67316
18.972121 54.101523 -51.500162
17.414708 49.679008 -56.444977
18.839005 45.064858 -60.930685
17.263047 41.02021 -64.503324
19.317898 35.851345 -67.967816
17.770749 30.859741 -70.776529
20.270908 25.364777 -73.076051
17.79925 19.824059 -75.184496
20.301259 9.045548 -77.372318
18.477275 2.890034 -78.133972
23.751642 3.663954 66.476823
21.046254 8.615257 66.187624
23.256393 14.432233 65.31849
21.571497 19.476704 64.224214
23.320813 24.31139 62.613549
21.979996 29.954152 60.534124
23.402556 35.116031 57.712146
21.208487 39.449387 55.167097
23.388849 43.503911 52.194388
21.274489 48.840001 47.727501
23.302399 52.347524 44.228959
21.602104 55.920591 39.989213
23.42027 59.572513 35.057659
21.116856 62.06216 30.93475
23.459543 64.059643 27.101169
20.147505 67.575675 18.666571
23.269976 68.986213 14.033339
21.557527 70.059869 9.136042
22.531914 71.038126 3.161781
21.056865 71.65918 -2.945928
23.59199 71.591842 -8.285718
21.026954 71.126702 -14.605138
23.307292 70.187597 -20.126633
20.964216 68.848099 -25.486072
22.870963 66.938533 -30.66889
20.829075 64.498256 -36.230387
22.488344 61.262544 -41.768026
21.852923 57.709132 -46.790926
22.603906 53.744051 -51.575281
21.000052 49.830482 -56.262714
22.790595 45.715994 -60.16095
21.694502 40.868726 -64.281149
23.186508 35.930033 -67.635352
22.236184 30.241311 -70.856988
24.815612 24.4987 -73.18632
22.255543 19.931779 -74.899399
24.776145 8.551301 -77.25707
22.584257 2.916006 -77.903617
27.216551 3.593764 66.5575
24.875199 9.127416 66.170613
27.061515 14.035071 65.365287
25.538914 19.358678 64.238606
27.118503 24.55517 62.615063
25.26786 29.456659 60.522342
26.912755 34.636928 57.968035
25.373008 39.766422 54.945447
27.26262 44.327184 51.526883
24.805664 47.641833 48.763381
26.766247 51.088012 45.423251
25.037704 56.133004 39.9026
26.930072 59.250667 35.466099
26.027763 62.308563 30.664304
26.901409 65.271764 24.432431
25.319008 67.599807 18.257449
27.558881 69.006532 13.408261
25.44077 70.320562 8.174926
26.950257 71.059261 2.691539
25.199168 71.504288 -2.221377
27.157167 71.47097 -8.738823
24.710951 70.92504 -14.540644
27.530398 70.216303 -19.055052
25.034861 68.803718 -25.064361
26.569679 66.868519 -30.476844
24.414713 64.354884 -36.08395
25.834906 61.294892 -41.197591
25.489719 57.12334 -47.190729
27.050469 53.574984 -51.219436
24.825301 50.162084 -55.367943
26.349429 45.292674 -60.025128
25.734885 40.660475 -64.089743
27.555107 35.7758 -67.457437
26.011374 30.729449 -70.428328
28.054484 23.696656 -73.337366
27.303787 17.340985 -75.374431
28.741339 10.45187 -76.624037
26.928997 3.080263 -77.396745
30.756026 3.514721 66.425752
28.727689 8.922968 66.108856
